No.,Word,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Frequency
4766,搪塞,3.3,0.758,4,2.236,5
4767,牽腸掛肚,5,0.935,5.2,1.823,4
4768,重壓,3.8,0.908,3.3,1.525,0
4769,惆悵,3.6,0.894,3.3,1.151,6
4770,以德報怨,6.3,0.975,3.8,1.605,10
4771,騙人,3.7,0.758,4.4,1.673,11
4772,遜位,4.3,1.304,3.1,1.746,0
4773,難為情,4.3,0.57,4.3,1.857,16
4774,焦燥,3.5,0.354,6.3,0.837,0
4775,焦躁,3.5,0.354,6.3,0.837,16
4776,繚亂,3.5,0.935,4.2,1.681,0
4777,申斥,3.7,0.975,4.6,1.517,0
4778,專權,3.3,1.396,4.2,1.956,0
4779,玷污,2.5,1.173,6.2,1.44,0
4780,干戈,3.3,1.037,4.3,1.304,0
4781,禁錮,2.9,0.822,3.4,1.851,12
4782,殲滅,3.9,1.917,6.1,1.597,0
4783,落寞,3.1,1.14,2.8,1.304,22
4784,毒殺,2.2,1.151,6.2,1.204,0
4785,摔倒,4.4,0.894,4.8,1.643,20
4786,跌倒,4.4,0.894,4.8,1.643,35
4787,摔跤,4.4,0.894,4.8,1.643,8
4788,摔一跤,4.4,0.894,4.8,1.643,0
4789,跌跤,4.4,0.894,4.8,1.643,0
4790,跌一跤,4.4,0.894,4.8,1.643,0
4791,搞屁,4.2,0.758,5.4,1.782,0
4792,嫉妒,3.4,1.194,5.8,1.605,38
4793,適得其反,3.5,0.707,4.2,1.718,4
4794,失魂落魄,3.1,1.194,4.3,1.891,0
4795,打爛,3.6,1.194,5.4,1.084,0
4796,槓上,3.8,0.837,5.9,1.387,0
4797,倒下,3.9,1.342,3.6,1.636,17
4798,沈溺,3.4,0.962,3.3,1.789,8
4799,沉溺,3.4,0.962,3.3,1.789,0
4800,懇摯,6.6,0.894,4.1,1.817,0
4801,坐立不安,3.7,0.447,5,1.696,10
4802,諸事順心,6.7,0.577,7.6,1.155,0
4803,安安穩穩,6,0.632,2.6,1.625,6
4804,淺薄,3.8,1.037,2.7,0.447,24
4805,失身,2.7,1.304,5.9,2.247,4
4806,琳瑯滿目,6.1,0.742,4.8,1.681,18
4807,叛國,3,1.275,6,1.732,0
4808,惡有惡報,3.7,0.671,6,1.732,4
4809,自由心證,5.1,0.224,3.9,2.247,5
4810,醉醺醺,3.9,0.224,3.5,2.062,4
4811,盡善盡美,7.3,0.671,3.6,2.162,9
4812,譏諷,3.4,0.894,5.1,1.949,8
4813,窮凶極惡,2.5,0.866,6.3,1.718,0
4814,夭折,3,1.458,6.1,1.517,14
4815,鑽牛角尖,3.8,0.57,5.2,2.08,0
4816,瘋人,3.9,0.418,6,1.969,0
4817,瘋子,3.9,0.418,6,1.969,13
4818,推托,4,0.612,3.9,1.746,0
4819,推卻,4,0.612,3.9,1.746,0
4820,何苦,4.1,0.652,2.3,0.837,23
4821,何苦來哉,4.1,0.652,2.3,0.837,0
4822,銷聲匿跡,4.1,0.742,2,0.707,7
4823,不方便,4.7,0.274,1.8,0.837,0
4824,失和,3.8,0.758,4.6,2.535,11
4825,卒仔,3.4,0.822,3.9,1.884,0
4826,俗辣,3.4,0.822,3.9,1.884,0
4827,善待,6.2,0.758,2.9,1.432,10
4828,胡作非為,3.1,0.548,5.4,1.636,4
4829,困局,3.7,1.095,3.9,1.817,9
4830,冷血,3.5,0.791,3.7,2.28,0
4831,態度不好,4.3,0.274,3.6,1.636,0
4832,稀疏,4.2,0.274,2,0.707,37
4833,貪生怕死,3.3,0.274,5.5,1.696,0
4834,炮轟,3.2,0.57,6.5,0.866,4
4835,時有時無,4.9,0.224,3.1,1.245,0
4836,亂砍,3,1.458,6.2,1.351,0
4837,走著瞧,3.6,0.962,5.9,1.884,0
4838,以牙還牙,3.1,1.517,6.2,1.891,0
4839,驚呼,5.2,0.57,6.5,1.768,14
4840,漏損,3.8,0.447,3.7,1.204,0
4841,乞討,3.2,0.758,4.3,1.718,13
4842,討厭鬼,3.5,1,4.2,1.255,0
4843,膽大妄為,3.6,1.294,6,1.458,0
4844,髒話,3.6,0.652,5,1.696,11
4845,超低色散,5,0,3,2,0
4846,花癡,4.2,0.447,4.8,1.754,0
4847,草菅人命,2.6,0.962,6.7,1.681,0
4848,揮霍,3.7,1.037,5.7,2.049,9
4849,癡人說夢,3.6,0.894,4.1,1.557,0
4850,不對勁,4.3,0.274,3.9,2.275,18
4851,害臊,4.4,0.822,5.3,1.718,0
4852,洩恨,3.2,0.908,6.2,2.019,0
4853,折斷,4.5,0.866,4.5,1.696,17
4854,陣痛,4.2,0.758,5.9,1.517,4
4855,硬逼,3.9,0.822,5.5,2.121,0
4856,慘死,2.8,1.037,6.3,2.019,9
4857,鬧翻,3.1,1.194,6.6,1.981,7
4858,凋謝,3.9,1.084,3.5,1.414,6
4859,陷害,2.9,1.14,5.4,2.043,7
4860,啼哭,3.9,0.822,5.8,1.304,0
4861,砍掉,3.7,1.565,4.6,2.043,12
4862,潸然淚下,4,1.173,4.9,1.782,0
4863,責罵,3.9,0.652,6.1,1.673,23
4864,不得力,4.3,0.447,4,2.092,0
4865,乞憐,3.5,0.612,4.1,1.475,0
4866,無效率,3.7,0.975,3.6,1.71,0
4867,尖叫聲,4.7,0.447,6.9,1.517,7
4868,患得患失,3.4,1.387,4,1.696,5
4869,不近人情,3.8,0.758,4.5,2.669,4
4870,謬論,3.4,0.962,3,1.414,4
4871,好屌,5.9,0.894,5.2,1.095,0
4872,忍氣吞聲,4,0.612,4.3,1.44,13
4873,廢話,4.1,0.652,3.7,2.049,22
4874,夭壽,3.3,0.837,4.1,2.012,0
4875,化膿,3.8,0.758,3.7,1.565,0
4876,鉗制,3.7,1.204,4.4,1.782,0
4877,服喪,3.1,1.025,4.2,1.956,4
4878,禍國殃民,2.7,0.671,5.5,2.092,0
4879,傷感情,4,0.707,4.4,1.71,7
4880,利用人,3.6,0.652,4.2,1.891,0
4881,狂亂,3.5,1.061,6.5,2.291,4
4882,笑柄,3.9,0.894,3.8,2.49,5
4883,通敵,3.1,1.342,4.2,1.643,0
4884,憤憤不平,4,0.5,6.5,1.696,7
4885,砍擊,4.2,1.255,5.2,1.789,0
4886,毒蛇,4.4,0.894,3.2,2.308,20
4887,機八,3.5,0.866,4.6,2.382,0
4888,疙瘩,4.3,0.758,3.3,2.139,13
4889,喧嘩,4.1,0.822,4.9,2.329,18
4890,六親不認,3.1,1.194,5.3,1.396,0
4891,萎靡,3.6,0.894,3.6,2.679,0
4892,空轉,4.5,0.5,2.7,2.752,0
4893,乖張,4.1,0.962,2.9,1.245,0
4894,批駁,3.9,0.418,5.8,1.987,0
4895,懦弱,3.2,1.304,3.6,1.71,19
4896,共體時艱,6.3,1.151,3.8,1.304,0
4897,扭傷,4,0.612,3.3,1.643,9
4898,不省人事,3.7,1.095,3.4,1.636,7
4899,人事不省,3.7,1.095,3.4,1.636,0
4900,免談,3.9,0.894,4,2.55,7
4901,甜滋滋,6.2,0.758,4.9,2.302,0
4902,胡鬧,3.5,0.935,6.6,1.14,15
4903,短缺,4.1,0.894,3.5,1.323,40
4904,屁用,3.6,0.652,5.3,1.44,0
4905,不可理喻,3.3,1.396,6.2,1.44,10
4906,貪財,3.8,0.758,3.9,1.817,4
4907,荒蕪,3.7,1.151,3,1.581,21
4908,惡棍,3.6,0.548,4,1.837,12
4909,肉腳,4,0.612,3.4,2.162,0
4910,頹喪,3.3,0.975,4.1,2.748,10
4911,撕破臉,2.8,1.255,7,1.225,0
4912,喋喋不休,3.8,1.037,5.6,2.074,7
4913,憤恨,3.1,1.245,6.6,1.294,6
4914,嚇出冷汗,4.1,0.652,6.3,2.11,0
4915,嚇出一身冷汗,4.1,0.652,6.3,2.11,0
4916,難以置信,4.9,0.224,5.8,1.754,16
4917,黑手,4.5,0.866,2.6,1.517,19
4918,冤孽,3.1,1.294,5,1,0
4919,狡辯,3.1,1.245,5.1,1.597,5
4920,一團糟,3.7,0.671,4.7,2.197,0
4921,動怒,3.3,0.975,6.6,0.822,0
4922,曠課,4.3,0.274,2.7,0.671,0
4923,誤人子弟,3.4,1.387,3.9,0.894,9
4924,嗆聲,3.4,0.894,5.9,1.14,0
4925,小人,3,1.173,4.4,2.535,42
4926,拆毀,3.7,0.671,4.9,1.949,10
4927,疝氣,4.6,0.418,3.2,1.095,0
4928,假仁假義,3.1,1.245,4.1,2.275,0
4929,畏怯,3.4,0.962,3.3,1.643,0
4930,老娘,4.3,0.975,6.4,1.949,8
4931,厚顏無恥,2.2,0.758,5.6,2.51,0
4932,匪夷所思,4.5,0.866,5.4,1.517,11
4933,遷就,4.1,0.224,4.7,0.975,26
4934,冷眼,3.3,1.396,3.1,1.746,6
4935,冷眼旁觀,3.3,1.396,3.1,1.746,10
4936,失約,3,0.612,3.8,1.643,0
4937,戰慄,3.1,1.245,6.9,2.302,5
4938,亂蓋,3.3,0.975,4.4,2.104,0
4939,匪諜,3,1.225,3.9,2.356,5
4940,暴戾,2.2,0.837,6.5,2.345,10
4941,自誇,4,0.612,4.8,1.304,10
4942,爛車,2.7,0.975,5.4,1.673,0
4943,無動於衷,4.7,0.447,2.6,1.673,16
4944,吹牛,3.9,1.14,4.2,1.643,30
4945,吹牛皮,3.9,1.14,4.2,1.643,0
4946,死寂,2.7,1.304,3.4,2.408,12
4947,惡果,3.1,1.025,3.8,2.168,28
4948,放逐,3.5,1.118,3.8,2.168,11
4949,嗜殺,1.9,1.025,6.6,2.51,0
4950,古板,3.6,0.962,3.2,1.789,16
4951,扯碎,2.9,1.14,6.5,2.345,0
4952,嚇一跳,4.7,0.447,6.9,1.245,16
4953,恥笑,3.3,0.975,6.2,1.789,9
4954,笨豬,2.6,0.548,4.5,2.236,0
4955,狂熱者,4.7,0.447,7.5,1,0
4956,狂熱分子,4.7,0.447,7.5,1,0
4957,悲歎,3.6,0.894,4.2,1.643,0
4958,亂罵,3,1.225,6.4,2.191,0
4959,不成功,3.5,0.866,3.4,1.517,0
4960,髒污,3.5,0.5,3.6,1.817,0
4961,不得要領,3.7,0.57,3.9,1.432,0
4962,功虧一簣,3,0.354,5.8,1.643,5
4963,禍根,2,0.935,4.3,1.789,4
4964,自命清高,3.1,1.342,4,1.581,0
4965,卡住,4.2,1.095,4,2,33
4966,假正經,3.8,0.57,4,1.581,0
4967,吵鬧,3.5,1,7.2,1.483,29
4968,吵吵鬧鬧,3.5,1,7.2,1.483,8
4969,自怨自艾,3.4,0.894,4.5,2.179,8
4970,自憐自艾,3.4,0.894,4.5,2.179,0
4971,大怒,2.9,1.342,7.9,1.245,22
4972,模稜兩可,5,0,3.4,1.673,10
4973,冷峻,4.2,0.837,3.3,1.643,7
4974,假惺惺,3.4,0.548,4,1.871,0
4975,失神,4.2,0.837,3.5,1.323,4
4976,閃神,4.2,0.837,3.5,1.323,0
4977,低聲下氣,3.2,1.483,3.4,1.673,0
4978,暴虐,2,0.707,7.5,1,7
4979,低劣,2.1,0.742,4.3,1.789,17
4980,重打,3.2,1.304,6.8,1.483,0
4981,鼾聲,4.8,0.447,4.6,1.14,6
4982,逼走,3.3,1.304,6,2.449,0
4983,離間,3,1.275,4.3,1.924,0
4984,有得瞧,4,1,4.2,2.168,0
4985,噱頭,4.2,0.837,3.9,1.597,24
4986,狗眼看人低,2.5,1.118,4.2,2.28,0
4987,送葬,2.4,1.673,5.1,2.46,4
4988,荒誕,2.6,1.14,4.3,1.924,10
4989,回扣,4.8,0.837,3.7,1.483,6
4990,滾回去,2.7,1.095,6.4,2.191,0
4991,欠錢,3,0.707,4.1,2.012,0
4992,閒蕩,3.6,0.962,3.8,1.643,0
4993,濫挖,2.6,1.14,6.6,2.074,0
4994,濫砍,2.6,1.14,6.6,2.074,0
4995,甜膩,4.8,1.304,4,2,0
4996,作廢,3.9,0.742,4.1,1.949,8
4997,冷冷,4,0.707,3.2,2.08,44
4998,盜賊,3.3,1.351,3.8,1.643,8
4999,呆笨,3.3,0.447,3.9,1.884,0
5000,混濁,3.7,0.671,3.9,1.817,16
5001,劣根性,3,0.935,3.8,2.588,6
5002,絞死,1.3,0.447,7.3,1.483,0
5003,倚老賣老,3.3,0.671,4,1.871,0
5004,挨打,2.9,0.742,6.4,2.191,13
5005,蠶食,3.6,1.14,3.9,2.074,0
5006,倒坍,3.6,0.548,5.8,2.28,0
5007,不公正,3.3,1.037,4.1,1.746,0
5008,慘事,2.5,0.866,4.6,1.817,0
5009,壓搾,2.5,1,5.1,1.746,0
5010,風涼話,3.8,0.57,4.1,1.597,8
5011,獨斷獨行,4.2,0.57,3.7,1.483,0
5012,摸不清,4.2,0.837,3.6,1.294,0
5013,慚不慚愧,3.9,0.742,4.1,2.012,0
5014,一箭之仇,3.3,0.975,4.6,2.302,0
5015,自閉,3.6,0.652,2.9,1.673,7
5016,作奸犯科,1.9,0.894,4.4,2.074,4
5017,橫肉,2.9,1.245,4.1,2.191,0
5018,傻事,3.8,0.447,3.7,2.11,6
5019,失戀,4,0.707,5.8,2.387,10
5020,大哭,3.1,0.742,7.7,0.837,50
5021,發脾氣,3.1,1.342,7.6,1.14,50
5022,心死,2.3,1.304,3.7,2.95,0
5023,斑點,4.8,0.447,3.2,1.789,20
5024,不厚道,3.8,0.447,4.1,1.597,0
5025,含沙射影,3.3,0.975,4.1,2.191,0
5026,荒涼,4,0.354,3,1.871,30
5027,狂罵,2.8,0.837,7.4,1.949,0
5028,腦滿腸肥,2.5,1.118,4.3,1.987,0
5029,口渴,4.6,0.894,4.1,2.133,13
5030,割斷,4.3,0.975,5.2,1.789,4
5031,挑逗,4.5,1.803,5.6,1.949,9
5032,死光,2,1.225,5.8,2.588,8
5033,死光光,2,1.225,5.8,2.588,5
5034,不純,3.5,0.707,3.4,2.074,0
5035,呆呆,3.8,0.447,3.5,1.803,41
5036,曬焦,4.1,0.894,4,1.581,0
5037,焦躁不安,3.4,0.548,5.2,2.019,0
5038,漂泊,4.7,0.837,3.4,1.817,10
5039,水性楊花,3.1,1.245,4.1,1.597,0
5040,恨你,2.7,1.304,7.2,1.483,0
5041,疤痕,3.5,0.5,3.5,2.236,19
5042,守財奴,3.7,0.447,3.6,1.342,0
5043,死皮賴臉,2.8,1.151,4.1,2.191,0
5044,惹上,3.2,1.304,5.1,2.51,7
5045,惹到,3.2,1.304,5.1,2.51,0
5046,由不得,3.5,1,4.7,1.643,7
5047,胡亂,3.3,0.975,4.8,1.891,30
5048,白吃白喝,3,0.707,4.2,1.304,0
5049,混戰,3.9,1.14,4.6,2.191,10
5050,刺骨,3.6,1.14,4.2,2.683,8
5051,野性,4.5,1.803,4.5,1.5,9
5052,兇猛,3.5,1.414,5.5,1.581,11
5053,凶猛,3.5,1.414,5.5,1.581,10
5054,赤貧,3.9,0.742,3.4,1.517,4
5055,赤貧者,3.9,0.742,3.4,1.517,0
5056,大惑不解,3.6,0.962,4.1,2.247,5
5057,溺死,2.3,0.975,8.2,0.837,0
5058,又氣又惱,3.6,0.894,6.8,2.387,0
5059,威懾,4.1,0.894,5.6,1.673,0
5060,礙眼,2,0.707,5.4,2.074,6
5061,瘋癲,1.4,0.548,5.4,2.302,0
5062,閒閒,4.6,0.894,1.8,0.837,4
5063,設伏,3.8,1.037,3.7,2.387,0
5064,作孽,1.6,0.894,5,1.225,0
5065,正經八百,6.3,1.204,1.8,0.837,4
5066,一氣之下,4.1,0.548,7,1.581,0
5067,懶人,3.5,0.707,1.6,0.894,6
5068,怠惰,3.2,1.095,1.9,0.742,8
5069,咕噥,4.6,0.548,2.4,1.517,0
5070,耐看,6.2,0.837,1.4,0.894,5
5071,食言而肥,3.6,0.548,2.8,1.924,0
5072,濫捕,2.8,0.447,3.8,0.837,5
5073,裝模做樣,3.1,0.742,3.3,1.095,0
5074,變節,3.2,0.447,3.7,2.225,0
5075,著急,4.3,0.837,6.8,2.28,70
5076,誤人,3.6,0.894,3,1.696,0
5077,不倫不類,2.5,0.866,4.3,2.28,9
5078,菜鳥,4.1,0.742,2.6,1.517,4
5079,鄙棄,1.9,0.548,4.5,1.323,0
5080,驚慌失措,3.9,0.548,7,2.345,6
5081,倉皇失措,3.9,0.548,7,2.345,0
5082,放蕩,3.5,1.118,3.6,1.342,10
5083,肉麻,5.1,0.224,3.7,1.857,8
5084,便民,5.8,1.095,1.8,0.837,69
5085,招搖撞騙,2.4,0.548,4.9,2.302,0
5086,經不起,3.9,0.894,3.2,1.924,15
5087,心狠手辣,2.7,1.304,5.4,1.517,0
5088,代罪羔羊,3.4,0.418,3.8,1.643,0
5089,踉蹌,4,1.173,5,2.345,5
5090,淚如雨下,4.5,0.5,4.5,2.291,0
5091,沒用,3.4,0.894,2.7,1.483,41
5092,投敵,2.8,1.151,3.6,1.14,0
5093,過河拆橋,2.5,0.791,4.7,1.718,0
5094,由愛生恨,3.9,0.742,5.5,2.55,0
5095,滾遠點,3,0.707,7.6,1.14,0
5096,逞強,4.7,0.447,4,1.581,6
5097,皺紋,4.9,0.224,1.4,0.548,23
5098,黑洞,5,0,1.1,0.224,46
5099,臭美,4,0.707,2.4,1.14,0
5100,私運,3.6,0.894,2.8,2.49,0
5101,鬧僵,4.2,0.57,3.1,0.742,0
5102,鬧劇,4,0.707,2.8,1.095,8
5103,蹩,3.4,0.548,3,1.414,0
5104,不穩固,4.1,0.418,2.7,2.729,0
5105,唯利是圖,3.1,0.548,3,1,0
5106,造福,7.3,0.975,2.4,1.673,37
5107,愁眉苦臉,3.5,0.866,2.7,1.095,15
5108,刺探,4.1,1.025,2.4,0.894,0
5109,敗退,3.1,0.652,3.4,1.342,9
5110,沒道理,3.1,0.548,3.9,1.746,0
5111,扭打,2.8,0.908,6.6,2.302,6
5112,裂開,3.9,0.894,3.6,2.074,18
5113,忿怒,2.3,0.671,7.1,1.949,15
5114,污濁,2.8,0.447,2.6,0.894,11
5115,卑屈,2.2,0.447,4.4,2.302,0
5116,醜事,2.7,0.447,3.5,1.732,4
5117,氣昏,2.5,1.118,6.8,1.643,0
5118,得意揚揚,6.2,1.483,5.2,2.28,0
5119,冒失,3.7,1.204,4.3,2.439,0
5120,冒冒失失,3.7,1.204,4.3,2.439,0
5121,貧瘠,3.6,1.14,2.1,1.14,20
5122,奴性,2.3,0.671,2.8,1.304,0
5123,老氣橫秋,4.2,0.57,2.3,0.975,0
5124,惹怒,3.6,0.548,5.7,2.729,0
5125,目中無人,2.9,0.742,4.6,2.608,5
5126,不均,4.2,1.095,2.8,2.049,29
5127,尖酸刻薄,2.3,0.447,5.5,1.5,0
5128,病魔,3.1,1.245,2.2,0.447,10
5129,碰壁,3.6,1.084,3.2,2.28,12
5130,弄亂,4.2,0.758,3,1.414,0
5131,偏遠,4.5,0.5,1.4,0.548,91
5132,狂傲,3.6,0.894,4.1,1.245,0
5133,拖垮,3,1.061,4.1,1.517,11
5134,破掉,4,1.173,3.2,2.49,4
5135,頑抗,4.5,0.5,3.9,2.559,0
5136,貶損,3.5,1,2.8,1.483,0
5137,自以為是,3.3,0.671,4.2,2.168,24
5138,滿腹牢騷,3.6,0.652,3.5,1.732,0
5139,不關心,3.5,1.118,1.4,0.548,0
5140,狂放,4.4,0.822,5.3,1.789,9
5141,除掉,4,1,4.2,1.924,16
5142,大傷,3.4,0.894,4.4,2.51,5
5143,死纏爛打,2.8,0.758,5.9,2.074,0
5144,心驚肉跳,3.3,1.204,7.2,1.483,9
5145,嘔氣,3.9,1.14,5,2.55,7
5146,暗淡,3.7,0.671,1.8,0.837,14
5147,黯淡,3.7,0.671,1.8,0.837,16
5148,爛爆,1.9,0.742,6.2,1.304,0
5149,舊病,3.6,1.557,1.8,1.304,0
5150,舊疾,3.6,1.557,1.8,1.304,0
5151,掩蔽,4.3,0.447,1.8,0.837,7
5152,狗男女,1.5,0.5,7.1,1.949,0
5153,糟透,1.8,0.274,6.3,2.168,0
5154,糟透了,1.8,0.274,6.3,2.168,0
5155,窮光蛋,1.9,0.742,3.4,2.702,7
5156,不甘心,3.4,0.894,4.8,3.033,0
5157,進退維谷,4.1,1.342,3.1,3.324,4
5158,不正確,4,0.935,2,1.732,0
5159,大材小用,4.5,0.5,2.4,2.074,5
5160,洋鬼子,2.4,1.342,3,2.449,0
5161,隕落,2.9,1.517,2.6,1.517,0
5162,垂涎,5.5,0.707,2.8,1.304,5
5163,虛張聲勢,3.9,0.548,3.5,2.121,0
5164,罪孽深重,2,0.707,4.6,2.302,0
5165,亡命,2.2,1.304,6.3,1.718,5
5166,凶險,2.5,1.225,7,1.414,0
5167,愧疚,3.4,1.14,4,2,6
5168,鬼叫,3.4,1.194,5.3,1.857,0
5169,報應,2.5,1.414,5.4,2.302,10
5170,深仇大恨,1.6,0.652,7.2,1.643,0
5171,省時,6.4,0.894,1.4,0.548,10
5172,蠢事,3.7,0.975,2.2,0.447,0
5173,驚覺,4.3,0.975,5.1,2.133,14
5174,煞風景,3.5,1,3.6,1.949,4
5175,豬母,3.1,1.673,4.1,1.673,0
5176,撐住,5.3,1.396,4,1.225,0
5177,怒氣沖沖,3.5,0.707,7.2,1.643,6
5178,認命,4.3,0.57,1.4,0.894,21
5179,畏縮,3.5,1.225,2,0,16
5180,陰慘,2.5,0.707,3.3,2.387,0
5181,減免,5.4,0.894,1.6,0.894,12
5182,養不起,3.1,1.517,3.2,1.304,4
5183,不修邊幅,3.9,0.548,2.9,1.949,5
5184,憎惡,1.7,0.671,7.3,1.483,4
5185,趁火打劫,2.5,0.866,6.5,2.179,5
5186,動粗,3.3,0.837,6.8,1.304,4
5187,拳打腳踢,3.2,0.758,6.9,1.245,6
5188,撕碎,3.6,1.14,6.2,0.758,0
5189,好戰者,4.1,1.432,5.3,1.987,0
5190,好戰份子,4.1,1.432,5.3,1.987,0
5191,占用,4.5,0.5,2.5,1.871,12
5192,浪蕩,3.4,0.894,4.8,1.151,5
5193,亂說,3.6,1.084,4.2,1.304,0
5194,亂說話,3.6,1.084,4.2,1.304,0
5195,亂講,3.6,1.084,4.2,1.304,6
5196,亂講話,3.6,1.084,4.2,1.304,0
5197,憋死,3.2,1.351,5.4,2.191,0
5198,臨死,2.7,1.483,5,1.871,0
5199,干政,3.5,0.707,5.3,1.396,5
5200,乘勝追擊,6.8,1.304,7.3,1.204,6
5201,陷落,3.6,0.652,5.1,1.746,4
5202,慢吞吞,4.5,0.5,2.8,1.891,8
5203,色慾,3.9,0.224,6.1,1.025,0
5204,鬧革命,3.7,0.975,6.4,2.074,4
5205,絆倒,4.6,0.418,4.1,1.14,14
5206,吊兒郎當,4,0,3.8,1.681,0
5207,鬱結,2.9,1.342,2.9,2.133,0
5208,見死不救,2.2,0.758,5.8,1.643,0
5209,退避,4.1,0.742,3.2,1.924,0
5210,惱火,3.1,0.742,6.5,1.414,7
5211,不務正業,3,0.707,4.8,1.643,6
5212,氣死,2.4,1.084,7.6,0.962,24
5213,氣死人,2.4,1.084,7.6,0.962,0
5214,野蠻人,3,1.369,5.6,0.548,4
5215,顛沛流離,3.2,1.151,4.7,2.11,7
5216,小家子氣,4.2,0.274,3.8,1.304,0
5217,增設,5.3,0.447,2.4,1.673,79
5218,踹開,4,0.612,5.5,1.581,0
5219,憎恨,1.8,0.837,8.2,0.758,20
5220,猛砍,2.6,1.294,7.8,1.037,0
5221,毒手,2.3,0.447,6.9,0.224,12
5222,始作俑者,4,1,4.7,1.304,9
5223,不恥,3.3,1.304,4.8,1.789,0
5224,分崩離析,3.3,0.671,5.1,1.673,6
5225,耐穿,5.8,0.447,2.8,2.08,0
5226,氣沖沖,3.5,0.5,7.1,1.14,8
5227,歡躍,7.3,0.671,7.3,1.483,0
5228,認輸,3.9,0.894,3.5,1.658,13
5229,變弱,3.9,0.548,3,1.871,0
5230,犯愁,3.6,0.548,4.3,1.483,0
5231,世故,4.1,0.548,2.4,1.673,11
5232,不快,3.7,0.671,4.5,1,10
5233,潑冷水,3.8,0.57,3.5,1.414,0
5234,愛莫能助,4.4,0.962,3,1.225,11
5235,無名小卒,4.4,0.548,2.3,1.304,0
5236,酒鬼,3.1,0.742,4.4,0.894,15
5237,不擇手段,2.9,0.894,5.5,1.5,16
5238,怒髮衝冠,2.4,1.194,8.4,0.652,0
5239,不信,4.3,0.837,4,1,0
5240,不懼,5.4,0.652,5.3,0.975,5
5241,痛恨,2.1,1.025,7.3,1.718,25
5242,狂野,5.6,1.342,6.7,1.396,10
5243,結仇,3.1,0.224,6.2,1.823,0
5244,煩死,2.7,1.204,5.7,1.204,0
5245,剽竊,2.9,0.742,5,1.225,6
5246,悲痛欲絕,1.5,0.5,8.5,0.707,0
5247,做作,3.4,0.962,4.7,0.837,14
5248,欠扁,3.4,0.894,6.3,0.671,0
5249,死要面子,3.6,0.894,4.2,0.908,0
5250,淒涼,2.4,0.962,3.5,2.398,34
5251,不規則,4.7,0.447,1.8,1.304,0
5252,無語,4.4,0.418,1.9,1.746,4
5253,揭穿,4.9,0.224,3.5,1.225,7
5254,私通,2.9,0.894,4.9,1.517,6
5255,勒死,1.7,0.447,6.5,1.5,0
5256,泛濫,3.9,0.548,4,1.173,27
5257,狡滑,2.8,0.758,5,1.369,0
5258,狡猾,2.8,0.758,5,1.369,8
5259,恣意妄為,2.9,0.742,5.8,1.095,0
5260,挺而走險,4.2,1.304,5.6,2.535,0
5261,不合宜,4.3,0.837,2.2,1.304,0
5262,拒付,4.2,0.758,2.7,1.987,0
5263,乾咳,4.6,0.418,2.9,0.894,0
5264,紙老虎,3.9,0.548,3.4,1.387,4
5265,智巧,6.6,0.548,3.3,1.987,0
5266,痛打,3.4,0.418,7.1,1.432,0
5267,驚惶失措,3.6,0.822,6.9,1.245,0
5268,閒混,3.9,0.548,2.7,1.304,0
5269,人人自危,3.6,0.962,5,0.707,12
5270,胡謅,3.4,1.084,4.8,1.525,0
5271,胡說,3.4,1.084,4.8,1.525,18
5272,胡說八道,3.4,1.084,4.8,1.525,12
5273,善罷干休,4,0.791,6.7,0.447,0
5274,逞威,3.8,0.447,5.4,1.14,0
5275,懶,4.6,0.418,2.4,1.673,28
5276,懶得,4.6,0.418,2.4,1.673,44
5277,掉淚,3.2,1.095,5,1.369,6
5278,失焦,4.5,0.5,2.9,1.884,0
5279,死鬼,4.2,0.837,4.8,1.037,0
5280,不必要,4.7,0.447,2.8,1.483,0
5281,下毒,2.4,0.652,6.9,0.224,5
5282,打碎,3.9,1.14,5.5,1.118,11
5283,害蟲,3.4,0.894,4.6,1.14,12
5284,羞澀,5.1,0.548,3,1.871,14
5285,男盜女娼,1.9,0.894,5.5,2.062,0
5286,心虛,3.8,0.57,3.2,1.095,21
5287,猛推,4.6,0.548,6.5,1.581,0
5288,愛面子,4.2,0.274,4.1,1.025,0
5289,不懷好意,3.7,0.447,4.5,0.5,4
5290,憂懼,3.4,0.418,5.1,1.432,4
5291,餓死,2.4,1.14,5.7,1.789,161
5292,輸光,2.8,1.304,6.3,1.483,0
5293,臭屁,3.8,0.57,4.8,0.447,7
5294,大嚷,4.3,0.447,6.9,1.245,0
5295,鬧大,3.8,0.57,7.3,0.975,0
5296,德政,7.3,0.671,4.9,1.597,10
5297,眼花,4.3,0.447,2.8,1.095,0
5298,含情脈脈,6.6,0.548,4.8,1.351,0
5299,轟動一時,5.9,1.245,7.7,1.204,8
5300,有病,3.3,0.447,4.5,1.323,12
5301,搞鬼,3.4,0.652,4.7,1.304,0
5302,偽善,3.6,0.894,3.9,1.025,4
5303,粗劣,3.5,1,3.3,0.447,0
5304,違禁品,3.4,0.894,2.4,1.342,5
5305,反壟斷,5,0.354,3.5,2.55,0
5306,甩不掉,4.7,0.447,3.2,1.681,0
5307,老態龍鍾,4.5,0.707,2.4,1.673,5
5308,強奪,2.9,0.822,5.1,1.245,0
5309,沒完沒了,3.7,0.758,4,1.225,12
